,Denominacion_Generica_ES,Denominacion,Regimen,Codigo_postal,Localidad,long,lat
59,CENTRO DE EDUCACIÓN ESPECIAL,CEE PÚB. ALBERTO TORTAJADA,Púb.,46680,ALGEMESÍ,-0.425719,39.187911
60,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP RIBALTA,Púb.,46680,ALGEMESÍ,-0.426938,39.188689
61,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES SANT VICENT FERRER,Púb.,46680,ALGEMESÍ,-0.437372,39.185749
62,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP CERVANTES,Púb.,46680,ALGEMESÍ,-0.428381,39.188053
63,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES BERNAT GUINOVART,Púb.,46680,ALGEMESÍ,-0.425055,39.195137
64,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP VIRGEN DEL PILAR,Púb.,46680,ALGEMESÍ - CARRASCALET,-0.441915,39.199461
65,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP PALANCIA,Púb.,46148,ALGÍMIA D'ALFARA,-0.365714,39.751401
66,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS,Priv. Conc.,46230,ALGINET,-0.468786,39.259792
67,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP PEPITA GREUS,Púb.,46230,ALGINET,-0.474388,39.262686
68,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT YOCRIS,Priv. Conc.,46132,ALMÀSSERA,-0.3548,39.514566
69,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP CARRAIXET,Púb.,46132,ALMÀSSERA,-0.357718,39.512929
70,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP EL CASTELL,Púb.,46723,ALMOINES,-0.180824,38.94066
71,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP ALMASSAF,Púb.,46440,ALMUSSAFES,-0.413607,39.293599
72,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SANT PERE APÒSTOL,Púb.,46715,L'ALQUERIA DE LA COMTESSA,-0.155418,38.935728
73,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MAESTRO D. JAIME APARICIO PÉREZ,Púb.,46820,ANNA,-0.646368,39.021222
74,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP XARQUIA,Púb.,46266,ANTELLA,-0.591608,39.081523
75,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SANT JOSEP DE CALASSANÇ,Púb.,46812,AIELO DE MALFERIT,-0.588212,38.877186
76,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP ISIDRO GIRANT,Púb.,46620,AYORA,-1.061397,39.060892
77,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP CARLES SALVADOR,Púb.,46667,BARXETA,-0.418183,39.020684
78,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP GREGORI MAYANS I CISCAR,Púb.,46713,BELLREGUARD,-0.163765,38.943247
79,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA,Priv. Conc.,46180,BENAGUASIL,-0.586706,39.595797
80,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LUIS VIVES,Púb.,46180,BENAGUASIL,-0.589163,39.592089
81,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT NUESTRA SEÑORA DEL SOCORRO,Priv. Conc.,46910,BENETÚSSER,-0.399896,39.419992
82,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP CRISTOBAL COLÓN,Púb.,46910,BENETÚSSER,-0.395143,39.417853
83,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP BLASCO IBÁÑEZ,Púb.,46910,BENETÚSSER,-0.400357,39.426746
84,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SANT MARC,Púb.,46722,BENIARJÓ,-0.184456,38.931305
85,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,"CENTRE PRIVAT FP LA SAFOR, COOP. VALENCIANA",Priv. Conc.,46722,BENIARJÓ,-0.188482,38.932238
86,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JAUME II EL JUST,Púb.,46791,BENIFAIRÓ DE LA VALLDIGNA,-0.303873,39.056409
87,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT CRISTO REY,Priv. Conc.,46450,BENIFAIÓ,-0.428444,39.286541
88,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SANTA BÁRBARA,Púb.,46450,BENIFAIÓ,-0.42566,39.287162
89,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL LA MILAGROSA,Priv. Conc.,46830,BENIGÀNIM,-0.442334,38.941628
90,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP BEATA INÉS,Púb.,46830,BENIGÀNIM,-0.447134,38.941904
91,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JOSEP GIL I HERVÁS,Púb.,46291,BENIMODO,-0.525938,39.211732
92,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP BLASCO IBÁÑEZ,Púb.,46469,BENIPARRELL,-0.410614,39.379529
93,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT ESCLAVAS SAGRADO CORAZÓN DE JESÚS,Priv. Conc.,46703,BENIRREDRÀ,-0.190022,38.961776
94,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP VERGE DEL FONAMENT,Púb.,46181,BENISSANÓ,-0.57425,39.611639
95,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT MARQUÉS DE DOS AGUAS,Priv. Conc.,46117,BÉTERA,-0.460578,39.595202
96,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN,Priv. Conc.,46117,BÉTERA,-0.46316,39.589344
97,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LOS PINOS,Púb.,46825,BICORP,-0.788291,39.130568
98,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LLUÍS VIVES,Púb.,46880,BOCAIRENT,-0.616838,38.764687
99,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP ALBAIT,Púb.,46822,BOLBAITE,-0.672427,39.060489
100,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MARE DE DÉU DEL PILAR,Púb.,46131,BONREPÒS I MIRAMBELL,-0.364431,39.520727
101,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRO PRIVADO SAGRADA FAMILIA-ATALAYA,Priv. Conc.,46360,BUÑOL,-0.790533,39.422851
102,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SAN LUIS,Púb.,46360,BUÑOL,-0.785902,39.41523
103,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES LA HOYA DE BUÑOL,Púb.,46360,BUÑOL,-0.785607,39.424144
104,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP CERVANTES,Púb.,46360,BUÑOL,-0.78564,39.424989
105,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT JUAN XXIII,Priv. Conc.,46100,BURJASSOT,-0.414106,39.513105
106,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT SAN MIGUEL ARCÁNGEL,Priv. Conc.,46100,BURJASSOT,-0.406762,39.505423
107,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT NATIVIDAD DE NUESTRA SEÑORA,Priv. Conc.,46100,BURJASSOT,-0.41317,39.502615
108,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT LA FONTAINE,Priv. Conc.,46100,BURJASSOT,-0.415615,39.51284
109,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SAN JUAN DE RIBERA,Púb.,46100,BURJASSOT,-0.408012,39.507944
110,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MIGUEL BORDONAU,Púb.,46100,BURJASSOT,-0.414315,39.508064
111,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LES SITGES,Púb.,46100,BURJASSOT,-0.413575,39.515339
112,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MAESTRO AGUILAR,Púb.,46330,CAMPORROBLES,-1.396337,39.647939
113,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT CERVANTES,Priv. Conc.,46650,CANALS,-0.581282,38.960698
114,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT SANT ANTONI ABAT,Priv. Conc.,46650,CANALS,-0.585224,38.958667
115,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP PAPA CALIXTO III,Púb.,46650,CANALS,-0.58676,38.962929
116,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JOSÉ MOLLA,Púb.,46650,CANALS,-0.580988,38.968435
117,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES FRANCESC GIL,Púb.,46650,CANALS,-0.590622,38.955037
118,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LA MURALLA,Púb.,46529,CANET D'EN BERENGUER,-0.221288,39.678742
119,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT AVE MARÍA,Priv. Conc.,46740,CARCAIXENT,-0.447103,39.119798
120,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT MARÍA INMACULADA,Priv. Conc.,46740,CARCAIXENT,-0.447649,39.121879
121,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL NTRA.SEÑORA DE LOS DESAMPARADOS,Priv. Conc.,46740,CARCAIXENT,-0.452112,39.120672
122,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,CENTRE PRIVAT SAN ANTONIO DE PADUA,Priv. Conc.,46740,CARCAIXENT,-0.45207,39.121071
123,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP NAVARRO DARÁS,Púb.,46740,CARCAIXENT,-0.446695,39.11825
124,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP VÍCTOR OROVAL TOMÁS,Púb.,46740,CARCAIXENT,-0.446324,39.125899
125,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JOSÉ BOQUERA OLIVER,Púb.,46740,CARCAIXENT,-0.449131,39.114953
126,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP FRANCESC PONS BOIGUES,Púb.,46740,CARCAIXENT,-0.443655,39.120162
127,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP PARE GUMILLA,Púb.,46294,CÀRCER,-0.565533,39.069983
128,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT LA DEVESA,Priv.,46240,CARLET,-0.532844,39.228745
129,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JUAN VICENTE MORA,Púb.,46240,CARLET,-0.523803,39.228281
130,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES EDUARDO PRIMO MARQUÉS,Púb.,46240,CARLET,-0.519506,39.220493
131,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES 9 D'OCTUBRE,Púb.,46240,CARLET,-0.536742,39.22853
132,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SANT BERNAT,Púb.,46240,CARLET,-0.51536,39.221258
133,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP BOSCH MARÍN,Púb.,46240,CARLET,-0.520086,39.220917
134,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LA PAU,Púb.,46171,CASINOS,-0.705142,39.698024
135,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP VERGE DEL REMEI,Púb.,46841,CASTELLÓ DE RUGAT,-0.382397,38.877545
136,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MIGUEL DE CERVANTES,Púb.,46196,CATADAU,-0.570871,39.273655
137,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT SAN ANTONIO DE PADUA,Priv. Conc.,46470,CATARROJA,-0.40301,39.403993
138,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JOAN XXIII,Púb.,46470,CATARROJA,-0.401653,39.397187
139,ESCUELA DE CAPACITACIÓN AGRARIA,ESCUELA DE CAPATACES AGRÍCOLAS,Púb.,46470,CATARROJA,-0.381788,39.394233
140,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES BERENGUER DALMAU,Púb.,46470,CATARROJA,-0.403498,39.409373
141,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP PALUZIÉ,Púb.,46470,CATARROJA,-0.407052,39.402128
142,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JAUME I EL CONQUERIDOR,Púb.,46470,CATARROJA,-0.412352,39.402186
143,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP EL CASTELL,Púb.,46612,CORBERA,-0.356852,39.157498
144,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT SAN ENRIQUE,Priv. Conc.,46930,QUART DE POBLET,-0.44692,39.484543
145,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT PURÍSIMA CONCEPCIÓN,Priv. Conc.,46930,QUART DE POBLET,-0.44073,39.483926
146,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP SOLVAM,Priv. Conc.,46930,QUART DE POBLET,-0.44044,39.482829
147,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT SAGRADO CORAZÓN,Priv. Conc.,46930,QUART DE POBLET,-0.439062,39.481856
148,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SAN ONOFRE,Púb.,46930,QUART DE POBLET,-0.451075,39.483404
149,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MARÍA MOLINER,Púb.,46930,QUART DE POBLET,-0.447049,39.481272
150,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MOLÍ D'ANIMETA,Púb.,46930,QUART DE POBLET,-0.432772,39.479991
151,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SANTA ANA,Púb.,46510,QUARTELL,-0.263264,39.738829
152,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP RAFAEL ALTAMIRA,Púb.,46837,QUATRETONDA,-0.400668,38.943715
153,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT INMACULADA CONCEPCIÓN,Priv. Conc.,46400,CULLERA,-0.256301,39.166246
154,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT LA MILAGROSA,Priv. Conc.,46400,CULLERA,-0.257792,39.16553
155,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP DOCTOR ALEMANY,Púb.,46400,CULLERA,-0.252385,39.165247
156,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SAN AGUSTÍN,Púb.,46400,CULLERA,-0.260136,39.169438
157,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP L'ESCOLAICA,Púb.,46400,CULLERA,-0.249601,39.161329
158,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES BLASCO IBÁÑEZ,Púb.,46400,CULLERA,-0.246398,39.167818
159,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP VIRGEN DEL REMEDIO,Púb.,46176,CHELVA,-0.996124,39.748683
160,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JUAN LACOMBA GUILLOT,Púb.,46821,CHELLA,-0.661529,39.043628
161,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRO PRIVADO SAN JOSÉ DE LA MONTAÑA,Priv. Conc.,46380,CHESTE,-0.685626,39.496791
162,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP FRANCISCO GINER DE LOS RÍOS,Púb.,46380,CHESTE,-0.685495,39.492921
163,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES RICARDO MARÍN IBÁNEZ,Púb.,46380,CHESTE,-0.68634,39.497997
164,CENTRO DE EDUCACIÓN ESPECIAL,CEE PÚB. VIRGEN DE LA ESPERANZA,Púb.,46380,CHESTE,-0.656991,39.485296
165,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT NUESTRA SEÑORA DE LA SALUD,Priv. Conc.,46950,XIRIVELLA,-0.423548,39.465425
166,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP GREGORI MAYANS I CISCAR,Púb.,46950,XIRIVELLA,-0.42914,39.465015
167,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP RAMÓN Y CAJAL,Púb.,46950,XIRIVELLA,-0.438541,39.463706
168,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MIGUEL DE CERVANTES,Púb.,46950,XIRIVELLA,-0.427576,39.46224
169,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP VICENT TOSCA,Púb.,46950,XIRIVELLA,-0.416257,39.466978
170,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRO PRIVADO COLEGIO DE LEVANTE,Priv.,46370,CHIVA,-0.560026,39.434368
171,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP DOCTOR CORACHÁN,Púb.,46370,CHIVA,-0.715965,39.471728
172,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MESTRE RAFAEL NOGUERA,Púb.,46710,DAIMÚS,-0.151188,38.968065
173,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT IALE,Priv.,46183,L'ELIANA,-0.544467,39.565578
174,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP VIRGEN DEL CARMEN,Púb.,46183,L'ELIANA,-0.526748,39.562964
175,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP EDUARDO LÓPEZ PALOP,Púb.,46810,ENGUERA,-0.688627,38.974149
176,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP LES ERES,Púb.,46669,L'ÉNOVA,-0.478696,39.042236
177,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP EL BRAÇAL,Púb.,46590,ESTIVELLA,-0.348773,39.716397
178,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SAN VICENTE FERRER,Púb.,46512,FAURA,-0.270487,39.724419
179,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP FÉLIX OLMOS,Púb.,46614,FAVARA,-0.292736,39.126648
180,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP COMTE DE SALVATIERRA DE ALAVA,Púb.,46635,FONTANARS DELS ALFORINS,-0.784319,38.781063
181,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MARE DE DÉU DEL PATROCINI,Púb.,46134,FOIOS,-0.354513,39.540662
182,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP FRANCESC CARRÒS,Púb.,46717,LA FONT D'EN CARRÒS,-0.172123,38.915338
183,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MARE DE DÉU DELS XICS,Púb.,46630,LA FONT DE LA FIGUERA,-0.878217,38.805704
184,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT BORJA,Priv. Conc.,46701,GANDIA,-0.180263,38.965599
185,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT ABECÉ,Priv. Conc.,46701,GANDIA,-0.176146,38.969711
186,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT ESCOLÀPIES GANDIA,Priv. Conc.,46701,GANDIA,-0.183635,38.968364
187,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT REAL COLEGIO ESCUELAS PÍAS,Priv. Conc.,46701,GANDIA,-0.18119,38.968775
188,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN,Priv. Conc.,46701,GANDIA,-0.178886,38.96646
189,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT ABAD SOLA,Priv. Conc.,46701,GANDIA,-0.182648,38.967834
190,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP CERVANTES,Púb.,46701,GANDIA,-0.177745,38.973164
191,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP SAN FRANCISCO DE BORJA,Púb.,46702,GANDIA,-0.18298,38.962554
192,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JOAN MARTORELL,Púb.,46702,GANDIA,-0.189557,38.969778
193,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES AUSIÀS MARCH,Púb.,46702,GANDIA,-0.186124,38.965841
194,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES MARÍA ENRÍQUEZ,Púb.,46702,GANDIA,-0.181972,38.960043
195,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP ROÍS DE CORELLA,Púb.,46702,GANDIA,-0.192915,38.965032
196,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT MARÍA DE LOS ÁNGELES SUÁREZ DE CALDERÓN,Priv. Conc.,46730,GANDIA - GRAU I PLATJA,-0.161179,38.988352
197,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MARE DE DÉU DELS DESEMPARATS,Púb.,46894,EL GENOVÉS,-0.46657,38.988143
198,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y SECUNDARIA,CENTRE PRIVAT LA BARONIA SAN ANTONIO ABAD,Priv. Conc.,46149,GILET,-0.321672,39.678503
199,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT SAGRADO CORAZÓN,Priv. Conc.,46110,GODELLA,-0.407481,39.51726
200,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,CENTRE PRIVAT SAN BARTOLOMÉ,Priv. Conc.,46110,GODELLA,-0.410357,39.51889
201,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT LUIS AMIGÓ,Priv. Conc.,46110,GODELLA,-0.417041,39.527994
202,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT EDELWEISS,Priv.,46110,GODELLA,-0.430602,39.533294
203,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT INSTITUCIÓN CULTURAL DOMUS,Priv. Conc.,46110,GODELLA,-0.415512,39.523587
204,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP EL BARRANQUET,Púb.,46110,GODELLA,-0.412513,39.526161
205,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP CERVANTES,Púb.,46110,GODELLA,-0.420812,39.522805
206,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP ENRIQUE TIERNO GALVÁN,Púb.,46388,GODELLETA,-0.687772,39.424167
207,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT SANT FRANCESC,Priv. Conc.,46610,GUADASSUAR,-0.472498,39.189242
208,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP BALMES,Púb.,46610,GUADASSUAR,-0.48026,39.189375
209,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP JOANOT MARTORELL,Púb.,46770,XERACO,-0.217232,39.03689
210,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT NUESTRA SEÑORA DE LA SEO,Priv. Conc.,46800,XÀTIVA,-0.521475,38.989336
211,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT CLARET,Priv. Conc.,46800,XÀTIVA,-0.527667,38.992325
212,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT LA INMACULADA,Priv. Conc.,46800,XÀTIVA,-0.513568,38.98856
213,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP TAQUÍGRAFO MARTÍ,Púb.,46800,XÀTIVA,-0.520621,38.986776
214,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP MARTÍNEZ BELLVER,Púb.,46800,XÀTIVA,-0.526024,38.986125
215,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP ATTILIO BRUSCHETTI,Púb.,46800,XÀTIVA,-0.512946,38.989469
216,COLEGIO DE EDUCACIÓN PRIMARIA,CEP GOZALBES VERA,Púb.,46800,XÀTIVA,-0.517857,38.991103
217,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP BEATO JACINTO CASTAÑEDA,Púb.,46800,XÀTIVA,-0.53067,38.983532
218,CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL,CIPFP LA COSTERA,Púb.,46800,XÀTIVA,-0.51494,38.99095
219,INSTITUTO DE EDUCACIÓN SECUNDARIA,IES JOSEP DE RIBERA,Púb.,46800,XÀTIVA,-0.516186,38.9915
